,Avatar (2009),"Lion King, The (1994)","Fast and the Furious, The (2001)",Toy Story (1995),Jurassic Park (1993),Twilight (2008),Pride & Prejudice (2005),"Notebook, The (2004)",17 Again (2009),"Twilight Saga: Eclipse, The (2010)",Aladdin (1992),Beauty and the Beast (1991),Mrs. Doubtfire (1993),Toy Story 2 (1999),"Hangover, The (2009)",Harry Potter and the Goblet of Fire (2005),Total
Die Hard: With a Vengeance (1995),0.12758211217850018,1.9595482369870645,0.559708160615555,0.7676636529236291,1.6645043539879523,-0.1360267010491379,-0.05018038278137824,0.023360933970664573,-0.060506717770896466,-0.08234623284327121,2.1269921414033854,1.4300843434104034,1.0723574909585414,0.6154708597373755,0.08825811618776494,0.09941840206391467,10.205888769980067
Batman & Robin (1997),0.6279117468780134,0.845349341581853,1.018317943731341,1.0878420929466899,1.1325452714512396,0.22864932068173743,0.18122995639481326,0.11327678116293302,0.04823401210019927,0.1253640133583031,1.178105272173861,0.6341294417372237,0.5831823888058882,1.500617670225631,0.43401586077267285,0.4659898047510083,10.204760918753408
Black Swan (2010),1.3622484507407142,0.5638651645589492,0.6481255206877559,0.2539635924080711,0.277181389924982,0.904765656953377,0.7589598135664385,1.0653859754289425,1.3109976551581632,0.3042753148413677,0.15591760260262014,0.33298800151841057,0.3695857267734602,0.5148939850559782,0.9358901861377068,0.433831409541638,10.192875445898576
Dirty Dancing (1987),0.3744320005181759,0.9218145995014322,0.3392869032109892,0.23478276305596787,0.4213107989277177,0.5679351920993908,0.8820889144754008,1.198636677049835,0.671405279068059,0.550447952652783,1.039384691954833,0.9419009054853479,0.6551063701996208,0.681196280989677,0.20773899812434782,0.5027006708243705,10.190168998137949
Over the Hedge (2006),0.9731035713419841,0.9475811830243442,0.9892349703209079,0.6340548535233231,0.6799599130389178,0.08188651481031495,0.28912075971459167,0.2992183150116978,0.16025197571128805,0.5532065728122386,0.9477590093796744,0.5227819866874971,0.6505184753209576,1.5574594054096118,0.365584416835301,0.5334250483443569,10.185146971287008
X-Men: First Class (2011),1.6219730133483503,0.6734060249964818,0.9305315515750292,0.6329753594565034,0.3485993855637005,0.4291168507909536,0.6675578321943988,0.4511567468715556,0.8053163023520022,0.1774212489853366,0.28600817424279,0.32630113020000906,0.3686659313404109,1.1141131169598204,0.8464236491925643,0.5046697980908218,10.18423611616073
Meet the Fockers (2004),0.6460247994830015,0.854899423797243,1.118344923227385,0.5945565835952834,0.4347630079742771,0.3761519261020331,0.6952905102045615,0.5784904201793606,0.5376005453630908,0.18973640619433726,0.6729256397023892,0.4445924479352657,0.6453120197717186,0.9169361708226792,0.6856795158167557,0.779123341498557,10.17042768166794
Death Proof (2007),1.1364118605363873,0.5549773241313376,1.128417735648946,0.40746252077354217,0.5548025739145565,0.8105036228236762,0.4715249591396012,0.4818310770219855,1.2558809496565502,0.04509451713873657,0.5368486748918628,0.26963088495912035,0.41494290484471874,0.8593239160784533,0.7362017594650068,0.5008524213990597,10.164707702423541
Hostage (2005),0.7657844585418849,0.811066518914782,1.277028318784974,0.821912325541345,0.7548661006161582,0.31734343356223377,0.2983998812401345,0.23470075377302152,0.8683759838767338,-0.02979364855418331,0.7321193699427861,0.6679273080765866,0.5020652673942811,1.2517880409551987,0.4791750840025306,0.41107978798437456,10.163838984652841
Silver Linings Playbook (2012),1.0752068296157011,0.32538939476079,0.7790807993315755,0.577327122011323,0.029641000910240325,1.2163488686311947,0.6871350457373546,1.045992315390202,1.5529824411389206,0.35103326339211127,0.17581480605069835,0.2512346946543275,0.23525330577400289,0.6958223717611223,0.7583558432404722,0.4016419432574684,10.158260045657505
Singin' in the Rain (1952),0.3196228737186763,0.7764744218143376,0.3926062328413525,1.040551711819593,0.5232800127185588,0.41324272299114656,0.8697770725515952,0.368686639741965,0.7768323731984728,0.1776591437621172,1.011487038658835,0.9309258544528343,0.6199973910089376,1.2809513198089864,0.24045953054380784,0.4148902972197732,10.15744463685099
"Rescuers, The (1977)",0.4451964088667747,0.7451676363397126,0.3577206789387472,0.9664489835347846,0.47170714512044803,0.6112858707491896,0.9129520579392706,0.32700793648374793,1.2599306734042184,0.2029933073139867,0.7733757506652517,0.5928411095391456,0.43878877110506925,1.4351243109678582,0.288989929147029,0.32724412588178764,10.156774695997022
Frozen (2013),1.0649584709040136,0.6624822820428342,0.480805683563759,0.49965616412879615,-0.029446029132769162,1.364719563539522,0.6441782347378306,1.001131883175762,0.8626441925401938,0.2881124769703978,0.8465722447835317,0.32959919449637215,0.3946830264663674,0.8002175076734963,0.5189887551627532,0.42540187616073544,10.154705527213597
Jerry Maguire (1996),0.2891444526734968,1.087821147489338,0.6936354117281742,1.3648188769882275,0.9561755832781151,0.24131611393714347,0.5121056606830574,0.22282973788621888,0.5260314560667996,0.17586826157277397,1.043852725474447,0.668383583309589,0.5788786740810989,1.2325227742466442,0.24966409727757055,0.31143564305831606,10.15448419975101
House of Flying Daggers (Shi mian mai fu) (2004),0.9374871613991522,0.8641239698431609,0.9495977453526563,0.7539983185673818,0.8216294980283525,0.14388202243913037,0.8889914261962106,0.43446871490296196,0.1364125506010897,0.04671051594415847,0.5889255372453448,0.6115866727264756,0.5686878793900292,1.3051199204479145,0.4537179559217816,0.6345203192155251,10.139860208221325
Miracle (2004),0.36357161728301435,0.7103324260968148,0.9030536495357051,0.6819198166247935,0.5663419617918325,0.6761851106195269,0.6966591227352097,0.5829192150627811,1.4732427996750455,0.16858098627299614,0.6533940671250578,0.7371469056099961,0.5533225884414192,0.8099598789748287,0.1618795828129713,0.3899174204640774,10.12842714912607
"Serious Man, A (2009)",0.9808675299577747,0.6633385385411568,1.0305852635647237,0.6459636636360911,0.628336319831181,0.6760148269877242,0.5980503144013305,0.4374585023112823,1.4704938649017463,0.12766039458485817,0.2060004492597553,0.3817123041091708,0.4032985538097329,0.8508929410189814,0.6456387568204166,0.3756263740426991,10.121938597778625
The Hunger Games: Catching Fire (2013),1.4358584110871764,0.6744035065035063,0.8866124009308158,0.4597891143176955,0.22528045019705684,0.5549201668349318,0.9819778056852907,0.38822247445603975,0.6543019053370127,0.38824220676649496,0.5471041194359818,0.39944909669367723,0.33259999855104055,1.0225245246219188,0.6102213192529045,0.5504377249400259,10.111945225611569
Billy Madison (1995),0.3750071004826616,1.1811577258027228,0.8556961124415456,0.8820557673323313,0.8835399537848221,0.42080677838842057,0.27733239064434667,0.22140949523179704,0.43004681979130627,0.3057483020021288,1.0888259521867616,0.9017188558126309,0.8193995821781559,0.7210252367702177,0.41237726159096866,0.3329973712440289,10.109144705684846
Anaconda (1997),0.7417717408225264,0.7166349895630335,0.9081277889975535,0.9027903404743031,0.5549619861700137,0.5830372070314371,0.6434858280831222,0.517312068045347,0.7083233063001403,0.18663948845898773,0.7802332245217293,0.5651939699407533,0.47389166786755027,0.9918642951537938,0.4729736728058598,0.3522535475970793,10.099495121833229
Matchstick Men (2003),0.6128083661546131,0.4106385042413821,1.273149412119275,0.7304008458134312,0.5585708596650276,0.6954814477377105,0.6642436535429228,0.607770019985424,1.0435779432836039,0.17056191760905806,0.46595753892061587,0.472243191158657,0.6084148703786766,0.792166032152939,0.5066366572554688,0.4831565243587091,10.095777784377514
"Curious Case of Benjamin Button, The (2008)",1.3163653367686257,0.47236521775716217,0.6716434997842379,0.5238377409938703,0.112628462716751,0.9714031602998328,0.654860217115421,0.5835108904969231,1.7183468996941818,0.25640911220731727,0.12078469767020873,0.2752448038081495,0.3840668943155493,0.7569876971777173,0.7414126259826509,0.5258953358109804,10.085762592599579
Garden State (2004),0.7458678107796628,0.6825053030655321,0.8174881661875226,1.1278348103520472,0.7862791725632627,0.10127189702024157,0.6032406626560256,0.5691752534271892,0.27730173919314643,0.17945797466019617,0.7893673696128579,0.49371066666393265,0.6149283326114269,1.2517443440584994,0.4195479352736957,0.6126340916793604,10.0723555298046
"Royal Tenenbaums, The (2001)",1.0922396599347373,0.621219504277945,0.8280881697048342,0.9582305326111291,0.6456977433749135,0.48789832070285805,0.5956256863406515,0.3403266644262303,0.45918762362657234,0.058708208146609014,0.541388851881713,0.3731010643503487,0.5806625368727176,1.4700830489138528,0.5832856808127972,0.42863626321544146,10.064379559193352
Gladiator (2000),1.0320181576880487,1.002657384939658,1.3046566824292174,0.7696609879805415,0.8187544329679984,0.3762192380920806,0.4517917747796538,0.3091753120224527,0.3788122162986659,-0.002022957482019174,0.653605029020423,0.26814877817251626,0.29364788115563634,1.415807502059819,0.5163825801264573,0.47156637180645017,10.060881372057601
"NeverEnding Story, The (1984)",0.6062442807751476,0.9859148218132101,0.7507986243777007,0.9397288652701707,1.1892150939307022,0.08714233641614648,0.381609632588043,0.18906985053505312,0.2942840518221727,0.24725999783517194,0.9551453948470389,0.6789449671137114,0.4994068271507252,1.4939459904728576,0.3047612374851531,0.4501267554180177,10.053598727851023
Die Hard 2 (1990),0.4904046980857255,0.9583765770978312,0.9874370631844017,1.2134595096574345,1.206509179036373,0.08666316259778917,0.18260204092302598,0.3439070343374758,0.4065424214566581,0.05354092856313501,0.8892880561787135,0.657403037499198,0.6689752670418654,1.4238300823647725,0.2635868475257109,0.21109847976381724,10.043624385313928
Sweet Home Alabama (2002),0.25824811876251236,0.6484943493432038,0.48699352798120565,0.3526098597020119,0.30593099982203054,1.1206440743213855,1.0400605849805182,1.1704373340431984,1.020431587385868,0.409163696353399,0.8784626579250976,0.7521896478004804,0.4314350064140718,0.5578813206841194,0.33657010008175553,0.2701281686202173,10.039681034221076
"Whole Nine Yards, The (2000)",0.7000093744016098,0.954308775824104,1.2007003590988186,0.6574298786707184,0.6300473595079988,0.35916122930347105,0.3961436382323349,0.4341122397360888,0.34538188028603,0.08904236871142351,0.8864885158430931,0.7929911564030626,0.46491945668424983,1.3442083579118183,0.44395983318540916,0.3370650864686322,10.035969510268863
Big Daddy (1999),0.4047063016945138,0.8670878095461033,0.7314977176683725,0.7381696528869474,0.5745121807279042,0.7140124730083938,0.5179518023863241,0.28800434363428545,0.7815183500077298,0.4766597409546171,0.5958793915154842,0.5565830946157873,0.6243936584182542,1.1915893814078669,0.5459842167592152,0.41759489257738613,10.026145007809186
Lost in Translation (2003),0.9819655670984554,0.6000090548829647,1.015645296711818,0.8061407777278053,0.7068524934716471,0.3025290105834465,0.5944778157926324,0.5129512747858649,0.46648834854023735,0.24530460929223605,0.3816040264669942,0.44228443332732875,0.5560435486316447,1.2211768102233556,0.5730881483933173,0.6136747851171819,10.020236001046932
"Breakfast Club, The (1985)",0.4860827708757938,0.6751833647462469,0.6739638855639887,1.0960673509522247,1.0352114201538114,0.1233557892077418,0.43244638419325193,0.18506052421524377,0.7904327641876662,0.27952456914920015,0.7581438768839202,0.5185491483912797,0.6222905792178781,1.4913997925444136,0.4298220945732226,0.42091236086856987,10.018446675724455
Transporter 2 (2005),0.8301837280989035,0.7706661575707379,1.1857241679125663,0.8009623794609361,0.627555879790225,0.19399663780395027,0.4539602731423913,0.40239921644972465,0.613207127752067,0.12265293194408736,0.8394157772772509,0.5177674742727343,0.5779886719661373,1.0138280925900451,0.4785259887982413,0.5711604819982653,9.999994986828263
27 Dresses (2008),0.47676729642003873,0.35538002826243753,0.2289744758880584,0.3398563175268514,-0.04480988738051438,1.2505706916862187,1.2769473995792642,0.8196738200144504,1.6324257709246106,0.7765851532522201,0.7178503203035919,0.5542635854066595,0.32106951599327826,0.4049454111543437,0.3414358720499127,0.5369371387576822,9.988872909839104
Final Fantasy: The Spirits Within (2001),0.8448448952146178,0.9617890345422714,1.7270265082221465,0.5489326765583045,0.5523659211641213,0.1790225235633522,0.6284015239259878,0.3248622546840628,0.6737908875190481,-0.033697550560063384,0.8211437957438766,0.3010653399118354,0.4307788561560396,1.0582554567737874,0.37464887323550733,0.5904756506623046,9.983706647317199
Zodiac (2007),1.5439886407976742,0.49209355259829995,0.976624455756002,0.41674822791505034,0.5882726551020091,0.8799566518123824,0.6784575165457414,0.42947378521980784,0.9705859396607612,0.05010511455565163,0.10016621812349129,0.22576103336269182,0.36212830605844565,0.8741672015176306,0.8494174437915671,0.5445203155408113,9.982467058358019
Quantum of Solace (2008),1.738447437275662,0.6847830253457532,1.1928329347274111,0.4841482458440055,0.45208593736069846,0.7448488647097314,0.6083655826406933,0.3386700748685446,0.15109806920859173,0.18626520547493802,0.5547696785307907,0.09560369633424819,0.22086107775008199,1.0542656376020205,0.8990537282632716,0.5753136734697092,9.981412869406153
Watchmen (2009),1.6535441655529337,0.6804407897448438,0.7554562242015215,0.42362165777664096,0.48303941654272947,0.6798458537171747,0.4513775607676899,0.5305436681956305,0.8965141880536688,0.06315245295045763,0.36056050964475184,0.3706277018920302,0.38815497022401735,0.8448241585607351,0.8944016919930362,0.5039010480791115,9.980006057896972
"Definitely, Maybe (2008)",0.766833984718477,0.30132385877452766,0.28246766855342564,0.41903845669661016,-0.07152267755271871,1.3956319162880886,0.83599956179368,0.8030603147582003,2.773132114204464,0.5366902017768598,0.29464374821992023,0.20567487786188143,0.1744386290483774,0.5343245282707549,0.4585996453527206,0.2691851714184696,9.979522000183739
Planet of the Apes (2001),1.157173016881394,0.7725003689230616,1.4753828967392555,0.44066586784614387,0.6272471006392932,0.34385885656315773,0.2581748859427755,0.3736490561049828,0.4058821782075142,0.07831680863646472,0.6320797399690743,0.5841322106466749,0.43098406024676084,1.2999580806669522,0.6342748947954984,0.4627810476140287,9.977061070423032
Animal House (1978),0.454999981444152,0.7494862318158968,1.0066382101740987,1.080178814953996,0.9178663792120966,0.31780888815353997,0.2457013915251811,0.17720903084642461,0.33337728309433023,-0.026139402701964475,0.9892342877551074,0.6816529639470362,0.5894479319276865,1.576914305395484,0.40043669631532763,0.4800897105050837,9.974902704363476
Night at the Museum: Battle of the Smithsonian (2009),0.6497130591796314,0.6912739261842511,0.2708135104974056,0.8145787468881637,0.3101549631238367,0.6611916109795833,0.7604708326819893,0.4677419689766626,1.5082935736030514,0.24847139025398093,0.6013044593452594,0.5060846257295081,0.5508043546827481,1.0926595403406507,0.5043510658320136,0.33506274212973086,9.972970370428467
Mallrats (1995),0.4602521330819631,1.0595161936792374,0.9704393766432711,1.0182395716263113,1.0100571905066478,0.15783794442303553,0.20177962015986853,0.21744753167219538,0.1485558086976187,0.044007527422449205,1.1727915329900371,0.7604662062212023,0.7674036020059309,1.0689223049563037,0.4887100172274132,0.4261218399995847,9.97254840131307
"Amazing Spider-Man, The (2012)",1.3621241945266176,0.5656553993760917,0.9395693604178443,0.5838780535624364,0.37733392641518637,0.6284067182604479,0.6638462250729059,0.33393598394907903,0.823147935266507,0.3196801239409532,0.5549837163737146,0.32253774611759295,0.30841841794178926,1.1467403996520957,0.554469877057317,0.4826363333153657,9.967364411245946
Collateral (2004),0.8816997268400644,0.7773803723383859,1.0245834475724043,0.87191215483074,0.7397410231969076,0.21730089160226013,0.42813755930626485,0.32256893292081484,0.6220785501503043,0.09958815092121528,0.7214335281914818,0.5052691411569568,0.44288127432665814,1.4558142741260176,0.4586343045659808,0.3981317017706351,9.967155033817093
Inside Out (2015),1.5626908683059708,0.9855921571879965,0.8019698335464022,0.9966737265921705,0.18520773827200512,0.5243419014528785,0.6061997524552618,0.2708130017923371,0.6627593632900546,0.18614863169411297,0.45544337353074527,0.12416227631246413,0.27540838233286313,1.141148905723682,0.7000390565467853,0.48664528395278617,9.965244252988516
Blade (1998),0.6114776329161674,0.8612974994332366,1.3444898998574715,0.7077451146027343,1.111196668798129,0.20949422403362367,0.13684977388849784,0.3118860804941382,0.47560269521566034,0.04112811145433395,0.9535449264105982,0.40870107095495467,0.4879840401572314,1.3765942755420044,0.40344618460107534,0.5232884805047514,9.964726678864608
xXx (2002),0.657367783903096,0.7453607582536749,1.5333818055683461,0.7350026135809368,0.5766069248245131,0.415011203084822,0.4751400320427941,0.3760670463545851,0.5874072908642594,0.29037948976574396,0.48283674023128526,0.5208368037529201,0.4659891647108184,1.1637069849840467,0.46302704074949885,0.4722221617117914,9.960343844383132
Good Will Hunting (1997),0.9610173907995262,0.7127623953450641,0.8226270939492426,1.0730193756973168,0.5237718287852231,0.48961338526423537,0.3110969502047356,0.48430718427460534,0.43749916412298695,0.23451287049113045,0.6662462459466207,0.26117148706856036,0.4567903979131118,1.5152966885741987,0.5439933608505756,0.45818928816671045,9.951915107453845
"Lord of the Rings: The Two Towers, The (2002)",1.5148535994810528,0.7687804048519988,0.952251460186085,0.8928579710617933,0.43956062721747724,0.4889660460751742,0.49479877124255134,0.3254288032255912,0.28553940326268756,0.13624191867533636,0.5562981207069208,0.28874389630669595,0.18369572775895487,1.325090246048302,0.4715987959721102,0.8239361638041416,9.948641955876873
Rise of the Planet of the Apes (2011),1.3782720715991161,0.9003428009199612,1.0091403259544574,0.8451519022425368,0.6975960836444567,0.14174359028865177,0.3413374565308583,0.4157084293291873,0.4602281997060941,0.18922511744015638,0.47831007836930145,0.43008599077564497,0.4091239256438795,1.0671348106216494,0.7008786371824436,0.4755157335382173,9.939795153786612
The Hunger Games: Mockingjay - Part 1 (2014),1.5267101175135813,0.618544377537915,0.8447338175440454,0.5238372532680728,0.07660742365492781,0.9566916354281083,0.7272905589484058,0.5744321514266982,0.8683467619010453,0.29970218250112274,0.45018532925174903,0.29033850191425636,0.21246492482052376,0.9296335819375248,0.5604635109275516,0.4749266304446684,9.934908759020196
1408 (2007),1.3540717431380087,0.4795257592058444,0.8691742745527681,0.4056855704382186,0.4590269729409008,0.7882698278659294,0.7666801329844517,0.475143719523389,0.9160987556616225,0.2811382310548706,0.2859432344491972,0.3201058144939981,0.32321675931741667,0.9384926958643756,0.6409902080999849,0.627656699939395,9.931220399530371
"Haunted Mansion, The (2003)",0.4402672835835619,0.4544706037460308,0.5063331829484238,0.6049487081635091,0.25418716448450307,0.8885743870620139,0.9066150442328592,0.5052999486415659,1.5280420099748306,0.49213513547294346,0.7409221368040096,0.7140263829963551,0.2129481762144737,0.83745744125708,0.4217294545190327,0.42126815665235395,9.929225216753547
Indiana Jones and the Kingdom of the Crystal Skull (2008),1.1372145924146622,1.1063334456781324,0.9167833383318529,0.9933027446930377,0.8243033264699728,0.2435886433602774,0.29836272179702805,0.24339481227692333,0.05627110594662188,0.049151523493549905,0.8540587664292036,0.4556067496566372,0.38967183926511395,1.1031778391526568,0.614370600012449,0.6292011222110253,9.914793171189144
"Expendables, The (2010)",1.2867463533896215,0.8030129334793296,1.0418506993168695,0.6214412343632424,0.5633593483166657,0.615826069426103,0.1119042367796474,0.05154411695280091,1.3693599055671803,0.07165876687659789,0.49736402184590545,0.39600202177558697,0.45212691728821774,0.9163724024855306,0.6256739547892609,0.4681159200006086,9.892358902653168
"Dude, Where's My Car? (2000)",0.7223910640179362,0.8556419204001862,1.4540541023769726,0.6961700443703823,0.6724540691036792,0.601939129312653,0.41387695159723636,0.6228683490086531,0.4576884327268702,0.10054070531809677,0.7310960222812547,0.461501048478833,0.4386010600933359,0.7312383973804225,0.5470408586238364,0.3818195154233201,9.88892167051367
"House Bunny, The (2008)",0.7394709982864688,0.29748722069643463,0.4585206172878581,0.20642342732566454,0.0811245691607734,1.2934077428438233,0.8361401402184202,1.2056423007878283,1.7494875398093657,0.6212156102757053,0.49542469375757503,0.3107773833506604,0.33909079670271963,0.316298743613338,0.5940528024442587,0.33713871491921177,9.881703301480107
American Wedding (American Pie 3) (2003),0.8887262402065993,0.5771902115223215,1.2339026066178802,0.49813546237407424,0.39340726346251387,1.031693680982882,0.33463749523867914,0.44535612559352844,1.0570053231265977,0.004884335169289277,0.6490808853719989,0.5110653126650522,0.42838646944561304,0.8671071063989066,0.5878383944593647,0.36683592927518827,9.87525284191049
Splash (1984),0.42270585931861065,0.7652658043316923,0.5773386402800889,1.2517209499396167,0.8865048581650743,0.37517890499459955,0.7680056291924715,0.3396775209039721,0.024729701503529655,0.14351415154499375,0.8840752534772942,0.7795953349382415,0.589735027672983,1.3397235107770036,0.23109851297850606,0.49614534909235675,9.875015009111035
"A-Team, The (2010)",1.2212249167610523,0.8430629154026354,1.2665299599130446,0.8659350785483111,0.6011141993381067,0.30392588999976644,0.15322351093698663,0.08352772908891878,0.7966647565177261,0.07424829528837947,0.4789540114727101,0.2409684638663822,0.48580352669841953,1.1981719844433627,0.8181755836474305,0.43810954635715577,9.869640368280388
Black Hawk Down (2001),1.1094323705834621,0.7443988774688725,1.5997017059933667,0.5984885624933672,0.8185504458422586,0.3457020182002238,0.4141120851842275,0.2169483572571166,0.6083915272114281,0.09252577764892433,0.5272863654852102,0.3715143524468308,0.37111548071806943,0.8489288005385599,0.68135469847254,0.5130296541719682,9.861481079716427
21 Jump Street (2012),1.1598653521674167,0.5408521080537368,0.5960938824970806,0.45376682830670767,0.24958804199809015,0.86290313263377,0.5491562657835138,0.42325916780901773,1.5806709049855168,0.37078157550094404,0.15324369695166382,0.3193497310249413,0.4806690406224865,0.825425097784023,0.7936133393815559,0.5009775729893409,9.860215738489806
"Island, The (2005)",0.9877982433275316,0.6828499457212972,1.1004470319845499,0.5171880041830613,0.6758430284062192,0.6182503821191818,0.29332595302876785,0.41878486511799384,0.8555304807308353,0.17048739564452087,0.5804697874097553,0.4132908088139985,0.4610128437640548,1.074578295635396,0.4589799706106574,0.5494894475778864,9.858326484075707
"Nutty Professor, The (1996)",0.32304750646082286,1.1479852953735206,0.8025541836886022,1.7514728666629986,0.9309135400670482,0.07333917008480723,0.3023379632444783,-0.03316411048849837,0.3019795200978955,0.11656893808659599,1.0569713881264615,0.5607910978472076,0.8803228651105179,1.0557924145552964,0.2677977051243703,0.2999899156620413,9.838700259704165
"2 Fast 2 Furious (Fast and the Furious 2, The) (2003)",0.8029927599704001,0.5078940176127454,1.748828122965876,0.4914319456772443,0.5699922630031727,0.7655628352434184,0.5269583437910021,0.5127373725748432,0.6017779089407858,0.08085178027537125,0.6774080779045472,0.2712392101732592,0.3543231316825315,0.8743816356885454,0.5110263285296484,0.5391226683117443,9.836528402345136
Pay It Forward (2000),0.6180870275642254,0.4770311718051612,0.6536416929367794,0.4230869011656763,0.28053357189835015,0.873738499910174,0.720085016273238,1.225233305844879,1.0768005035270165,0.38208660020160884,0.44906980661511803,0.4454428934403647,0.45290307253725254,0.8899267556577861,0.39229211535049874,0.47172467084309294,9.831683605571222
"Hunchback of Notre Dame, The (1996)",0.29531747701523725,1.2778385805999635,0.5027925119523895,1.1700151540452333,0.506173194916167,0.13223037708549065,0.4093142436032662,0.3557906116564207,0.5235812283719553,0.35401961605967547,1.0822610760189981,1.0516330707982187,0.6452099800403792,1.0138184923550857,0.15282950111038363,0.3400206795352272,9.812845795164092
Looper (2012),1.594991941691504,0.40694254126576224,0.9008807864801367,0.4916774093674247,0.3144844315327247,1.138228875741927,0.4981659984141947,0.5899638582940454,0.8020320864765357,0.11533054777791821,0.40820748799377965,0.23354222503817162,0.3282580014165569,0.7617939101857114,0.7025456223380157,0.5118332261553488,9.798878950169756
Two Weeks Notice (2002),0.832162003662391,0.568998844704191,0.543197727960159,0.6969878391919639,0.39387449389645174,0.8812152573781613,0.5623314259628485,0.799580464116421,0.4174940559813018,0.5612844270918348,0.9413803610392012,0.6117747799424907,0.4083489642879677,0.9300432581608732,0.2413767895394256,0.40242560057799365,9.792476293493676
How to Train Your Dragon (2010),1.8495299949523767,0.72035688986824,0.7070917026763204,0.3424720772754136,0.04661549138729763,0.8425201418819994,0.8141866830604143,0.4537260341717249,0.7635354697625258,0.1394024194414323,0.40208421729001514,0.30653438067342137,0.06546999179462482,0.9070278493601508,0.6934948118378265,0.7363464127010061,9.79039456813479
Children of Men (2006),1.2135529045228723,0.7995106499714661,0.8366144156175178,0.731289056927166,0.6231956424822509,0.29928346877598455,0.6176163118438487,0.515684777155769,0.3997379763532347,0.14539216686659498,0.6222706927719581,0.2512329505559923,0.4192990084010284,1.13412640689062,0.587420104759274,0.5896686916478292,9.785895225543408
Ong-Bak: The Thai Warrior (Ong Bak) (2003),0.8535367400457876,0.6069738483051941,1.398839619961824,0.7200816416912752,0.6735057977416868,0.5696098530296033,0.322393906462103,0.15108901782241438,0.8648413932734124,-0.032870863226461614,0.5403314728812745,0.46266114285671833,0.45694920415442264,1.1221589625126205,0.5335647838605315,0.5389721423580852,9.782638663730491
When Harry Met Sally... (1989),0.17919764252135306,0.7982116028880597,0.3784522157691999,1.4859716868991188,0.8459242355447252,0.10195020880072919,0.5104705432036789,0.4011317356792523,0.5633192789790893,0.1906437015827556,0.9010223756849614,0.8278966502005733,0.7346444636007513,1.2765371532748093,0.21891642357861762,0.3608203926139059,9.775110310821582
Contagion (2011),1.147840065209007,0.4593709168126631,0.8190955607603227,0.4169340896265567,0.5147232783749665,0.677800763066518,0.5600971142791327,0.3903982301914957,1.1727169578155712,0.5323079692715968,0.1321683396344777,0.4277877717100257,0.4897298863230908,0.912304489258217,0.7164809684261941,0.3942080968517677,9.763964497611603
Adventureland (2009),1.0353984775886376,0.5024717132283151,0.653802118196826,0.398812632116876,0.4333409633321885,0.6780466627529368,0.5466751957763468,0.45116075842104075,1.7858619219253669,0.14286971502124526,0.15824984103207268,0.32405300879694376,0.61454934069339,0.9415523494654365,0.6700417357943136,0.4144498944631182,9.751336328605055
Mission: Impossible - Ghost Protocol (2011),1.3103729681959047,0.66084670077243,0.9334851755357616,0.6934360490968152,0.6552783717147619,0.42036873051187507,0.2935186673734651,0.26849946282379067,0.6934024032926583,0.18231934758026053,0.4667077355199509,0.2901269258380401,0.4881668354053239,1.116157828261525,0.7670154524411252,0.5036253414688365,9.743327995832525
Lucky Number Slevin (2006),1.1334790901891405,0.8825512225375485,1.1741298463053682,0.5050318247105321,0.6118572041146794,0.4084317236504816,0.42353576618239996,0.3569543426851761,0.6025313475486672,0.02135812470536329,0.6771661624938085,0.3973564596012628,0.4386526834665851,0.8465499203530664,0.704013113219501,0.54183950614018,9.72543833790376
Men in Black III (M.III.B.) (M.I.B.³) (2012),1.1686579636160406,0.7642573509247942,0.6584194418427862,0.6220940086324532,0.5724130646156143,0.381626637171686,0.5261919000051731,0.3182614015004389,0.40911933976089304,0.1436094953814399,0.5291915527903245,0.39187850155055887,0.48693520738979607,1.3583816559895086,0.719038629073889,0.6741265126291159,9.72420266287451
"Net, The (1995)",-0.08416485788669609,1.7461825525304053,0.4848688344616646,0.7996836075791713,1.6727737575309045,0.009458933177130946,0.07670444565646267,0.0004940940340306319,0.29583627421295766,0.08987712627696373,1.5655552883111647,1.4019953448764653,1.037660208769977,0.5111614726466408,0.015480782367492249,0.09403760430165294,9.717605468846386
Bee Movie (2007),0.9349897235613502,0.4757236880141592,0.5346860253951853,0.7959568984137372,0.28108499453206076,0.5936809866538558,0.5124410271544502,0.5868493124278596,1.5501576196189357,0.3004666842390319,0.646971985036852,0.28825367977560323,0.46647256466130554,0.958104035075251,0.3763192104732218,0.4088836091568549,9.711042044189714
Road Trip (2000),0.4742965933822231,0.9009762067382647,1.3426789685183327,0.6516833679272696,0.7080363250279242,0.4029855816622526,0.34712477162370814,0.1945199531397257,0.7484938188349639,0.19273297817297072,0.6884348753933555,0.4974920700598181,0.5813882567579098,1.0940136913058638,0.5263764889079837,0.35289251368718505,9.70412646113975
Underworld: Evolution (2006),0.9718614924697492,0.529374616098009,1.1031591091039132,0.5481742502074425,0.5186011521195286,0.4889789490959453,0.41675477016229945,0.46876056042692194,0.7622827319406855,0.10328493031592269,0.7724392816964931,0.5560521248352995,0.4143817543294704,1.1731913613976404,0.42897889950583745,0.4368570377873214,9.69313302149248
